id,title,so_ky_hieu,ngay_ban_hanh,loai_van_ban,ngay_co_hieu_luc,ngay_het_hieu_luc,nguon_thu_thap,ngay_dang_cong_bao,nganh,linh_vuc,co_quan_ban_hanh,chuc_danh,nguoi_ky,pham_vi,thong_tin_ap_dung,tinh_trang_hieu_luc,agent_category,status_checked_at,status_filter
156169,"Nghị quyết số 12/2022/NQ-HĐND Quy định mức giá dịch vụ xét nghiệm SARS-CoV-2 trong trường hợp không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế tại các cơ sở khám bệnh, chữa bệnh công lập thuộc tỉnh Ninh Thuận",12/2022/NQ-HĐND,20/07/2022,Nghị quyết,01/08/2022,,,,,Chưa phân loại,HĐND tỉnh Ninh Thuận,Chủ tịch,Phạm Văn Hậu,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184799,"Nghị quyết số 23/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế đối với người thuộc hộ cận nghèo, người cao tuổi từ đủ 60 tuổi đến dưới 75 tuổi, người dân tộc thiểu số có khó khăn đặc thù trên địa bàn tỉnh Lào Cai",23/2025/NQ-HĐND,09/12/2025,Nghị quyết,01/01/2026,,,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Lào Cai,Chủ tịch,Trịnh Việt Hùng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
173743,"Nghị quyết số 118/2024/NQ-HĐND Bãi bỏ Nghị quyết số 32/2024/NQ-HĐND ngày 11 tháng 7 năm 2024 của Hội đồng nhân dân tỉnh quy định giá cụ thể dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế nhưng không phải là đối tượng khám chữa bệnh theo yêu cầu trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Kon Tum",118/2024/NQ-HĐND,27/12/2024,Nghị quyết,01/01/2025,,,,Y tế,Chưa phân loại,HĐND tỉnh Kon Tum,Chủ tịch,Dương Văn Trang,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
143761,"Quyết định số 37/2020/QĐ-UBND Về việc bãi bỏ Quyết định số 28/2013/QĐ-UBND ngày 26/7/2013 của UBND tỉnh ban hành quy định phối hợp giải quyết thủ tục hành chính về đăng ký khai sinh, khai tử, bảo hiểm y tế và đăng ký thường trú trên địa bàn tỉnh và Quyết định số 23/2015/QĐ-UBND ngày 01/6/2015 về việc sửa đổi, bổ sung Quyết định số 28/2013/QĐ-UBND ngày 26/7/2013 của UBND tỉnh",37/2020/QĐ-UBND,25/08/2020,Quyết định,15/09/2020,,Văn bản chính văn bản điện tử,31/08/2020,Tư pháp,Hành chính tư pháp,UBND tỉnh Long An,Chủ tịch,Trần Văn Cần,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
129162,Nghị quyết số 57/2018/NQ-HĐND Hỗ trợ kinh phí 30% mệnh giá mua thẻ bảo hiểm y tế cho người thuộc hộ nghèo đa chiều thiếu hụt các dịch vụ xã hội cơ bản khác (không bị thiếu hụt bảo hiểm y tế) trên địa bàn tỉnh Trà Vinh từ năm 2018 đến năm 2020,57/2018/NQ-HĐND,04/05/2018,Nghị quyết,15/05/2018,,công báo,24/05/2018,,Chưa phân loại,HĐND tỉnh Trà Vinh,Chủ tịch,Trần Trí Dũng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
149470,"Thông tư số 48/2017/TT-BYT Quy định trích chuyển dữ liệu điện tử trong quản lý và thanh toán chi phí khám bệnh, chữa bệnh bảo hiểm y tế",48/2017/TT-BYT,28/12/2017,Thông tư,01/03/2018,,,,Y tế,Bảo hiểm y tế,Bộ Y tế,Thứ trưởng,Phạm Lê Tuấn,Trung ương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
125855,Nghị quyết số 35/2017/NQ-HĐND Hỗ trợ kinh phí 30% mệnh giá mua thẻ bảo hiểm y tế cho người thuộc hộ cận nghèo trên địa bàn tỉnh Trà Vinh từ năm 2017 đến năm 2020,35/2017/NQ-HĐND,13/07/2017,Nghị quyết,23/07/2017,,văn bản giấy,,,Chưa phân loại,HĐND tỉnh Trà Vinh,Chủ tịch,Trần Trí Dũng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
30353,Thông tư số 06/2013/TT-BYT Hướng dẫn thực hiện thí điểm quản lý giá thuốc bằng phương pháp thặng số bán buôn tối đa toàn chặng đối với thuốc do ngân sách nhà nước và bảo hiểm y tế chi trả,06/2013/TT-BYT,08/02/2013,Thông tư,01/04/2013,,"Công báo số 139+140, năm 2013",09/03/2013,,Chưa phân loại,Bộ Y tế,Bộ trưởng,Nguyễn Thị Kim Tiến,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
c55da810-6b93-11f1-ae50-93204d3d31ff,"Thông tư số 116/2025/TT-BTC Hướng dẫn thực hiện cơ chế tài chính về bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế; chi tổ chức và hoạt động bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế",116/2025/TT-BTC,15/12/2025,Thông tư,15/12/2025,,,,Tài chính,"Bảo hiểm xã hội, Bảo hiểm y tế",Bộ Tài chính,Thứ trưởng,Nguyễn Đức Chi,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
13341,Quyết định số 900/2002/QĐ-CT Về việc quy định tạm thời mức thu các Dịch vụ kỹ thuật phục hồi chức năng được bảo hiểm y tế thanh toán,900/2002/QĐ-CT,13/08/2002,Quyết định,,,,,,Chưa phân loại,UBND Tỉnh Bắc Ninh,Phó Chủ tịch,Nguyễn Thị Xuyên,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
172424,"Nghị quyết số 49/2024/NQ-HĐND Bãi bỏ Nghị quyết số 32/2024/NQ-HĐND ngày 19/4/2024 của HĐND tỉnh quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ Bảo hiểm y tế (nhưng không phải là dịch vụ khám bệnh, chữa bệnh của Nhà nước thuộc tỉnh Quảng Ninh quản lý)",49/2024/NQ-HĐND,06/12/2024,Nghị quyết,16/12/2024,,,,,Chưa phân loại,HĐND Tỉnh Quảng Ninh,Phó Chủ tịch,Vi Ngọc Bích,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
183011,"Nghị quyết số 26/2017/NQ-HĐND Về việc sửa đổi, bổ sung Khoản 3 Điều 1 của Nghị quyết số 31/2015/NQ-HĐND ngày 10/12/2015 của Hội đồng nhân dân tỉnh Ninh Bình về việc hỗ trợ kinh phí đóng bảo hiểm y tế cho một số đối tượng có hộ khẩu thường trú tại tỉnh Ninh Bình",26/2017/NQ-HĐND,06/07/2017,Nghị quyết,01/01/2018,,,,Lao động - Thương binh và Xã hội,Chưa phân loại,HĐND Tỉnh Ninh Bình,Chủ tịch,Trần Hồng Quảng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
21993,Thông tư liên tịch số 09/2002/TTLT/BTCCBCP-BLĐTBXH-BTC-BYT Hướng dẫn về việc chuyển Bảo hiểm y tế Việt Nam sang Bảo hiểm xã hội Việt Nam.,09/2002/TTLT/BTCCBCP-BLĐTBXH-BTC-BYT,08/02/2002,Thông tư liên tịch,08/02/2002,,Công báo số 14/2002;,10/04/2002,"Tổ chức - Cán bộ Chính phủ, Lao động - Thương binh và Xã hội, Y tế, Tài chính",Chưa phân loại,"Ban Tổ chức - Cán bộ Chính phủ, Bộ Lao động - Thương binh và Xã hội, Bộ Tài chính, Bộ Y tế",Bộ trưởng,"Đỗ Quang Trung, Nguyễn Thị Hằng, Nguyễn Sinh Hùng, Đỗ Nguyên Phương",Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
165832,"Quyết định số 48/2023/QĐ-UBND Bãi bỏ Quyết định số 42/2016/QĐ-UBND ngày 28 tháng 10 năm 2016 của Ủy ban nhân dân Thành phố ban hành Quy chế thực hiện liên thông thủ tục hành chính về đăng ký khai sinh, đăng ký thường trú, cấp thẻ bảo hiểm y tế cho trẻ em dưới 06 tuổi và đăng ký khai tử, xóa đăng ký thường trú trên địa bàn Thành phố Hồ Chí Minh",48/2023/QĐ-UBND,20/11/2023,Quyết định,01/12/2023,,bản sao y bản chính,,,Chưa phân loại,UBND Thành phố Hồ Chí Minh,Chủ tịch,Phan Văn Mãi,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
109324,Thông tư liên tịch số 07/2002/TTLT-BTC-BYT Sửa đổi bổ sung một số điều của thông tư liên tịch số 151/1998 TTlT - BTC - BYT ngày 20/11/1998 của Liên bộ Tài chính và Bộ y tế hướng dẫn chế độ quản lý tài chính quỹ bảo hiểm y tế,07/2002/TTLT-BTC-BYT,21/01/2002,Thông tư liên tịch,01/01/2002,,,,Chưa phân loại,"Quản lý dịch vụ tài chính và các quỹ tài chính; TCNH và thị trường TC, trái phiếu, khác",Bộ Tài chính,,Nguyễn Thị Kim Ngân,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184266,"Nghị quyết số 35/2025/NQ-HĐND Quy định chính sách hỗ trợ tiền ăn thêm, tiền mua bảo hiểm y tế và chi phí sinh hoạt khác đối với một số nhóm đối tượng đang được chăm sóc, nuôi dưỡng tại các đơn vị do Sở Y tế và Sở Nội vụ quản lý",35/2025/NQ-HĐND,04/10/2025,Nghị quyết,04/10/2025,,,,Lao động - Thương binh và Xã hội,Chưa phân loại,HĐND Tỉnh Thanh Hóa,Phó Chủ tịch,Lê Tiến Lam,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
62144,"Nghị quyết số 79/2002/NQ-HĐND Về việc thực hiện chế độ bảo hiểm xã hội, bảo hiểm y tế và chế độ thôi việc đối với giáo viên mầm non dân lập",79/2002/NQ-HĐND,09/07/2012,Nghị quyết,09/07/2012,,,,Bảo Hiểm,Chưa phân loại,UBND tỉnh Bắc Kạn,Chủ tịch,Hà Sỹ Toản,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
8846bd40-80fb-11f1-8beb-4b8750743642,Nghị quyết số 16/2026/NQ-HĐND Quy định hỗ trợ mức đóng bảo hiểm y tế đối với người thuộc hộ thoát nghèo trên địa bàn tỉnh Hưng Yên giai đoạn 2026-2030,16/2026/NQ-HĐND,09/07/2026,Nghị quyết,09/07/2026,31/12/2030,,,Y tế,Bảo hiểm y tế,HĐND Tỉnh Hưng Yên,Chủ tịch,Trần Quốc Văn,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
57553,Chỉ thị số 30/2005/CT-UBND Về việc tăng cường thực hiện Bảo hiểm Y tế tự nguyện,30/2005/CT-UBND,16/08/2005,Chỉ thị,16/08/2005,,,,Y tế,Bảo hiểm y tế,UBND Tỉnh Nghệ An,Phó Chủ tịch,Nguyễn Văn Hành,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
83649,Nghị quyết số 163/2014/NQ-HĐND Về việc hỗ trợ kinh phí để thực hiện lộ trình tiến tới bảo hiểm y tế toàn dân trên địa bàn tỉnh Vĩnh Phúc giai đoạn 2015 – 2020,163/2014/NQ-HĐND,22/12/2014,Nghị quyết,22/12/2014,,,,,Chưa phân loại,HĐND tỉnh Vĩnh Phúc,Chủ tịch,Phạm Văn Vọng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
172835,"Nghị quyết số 25/2024/NQ-HĐND Bãi bỏ Nghị quyết số 03/2024/NQ-HĐND ngày 28/3/2024 của Hội đồng nhân dân tỉnh Bắc Kạn quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ Bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của nhà nước thuộc tỉnh Bắc Kạn quản lý và mức giá dịch vụ khám bệnh, chữa bệnh trong một số trường hợp",25/2024/NQ-HĐND,10/12/2024,Nghị quyết,10/12/2024,,,,,Chưa phân loại,HĐND tỉnh Bắc Kạn,Chủ tịch,Phương Thị Thanh,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
267ffff0-6647-11f1-b01e-8bc328b4d0e9,Nghị quyết số 14/2026/NQ-HĐND Nghị quyết quy định chính sách hỗ trợ an sinh xã hội cho người dân thủ đô,14/2026/NQ-HĐND,02/06/2026,Nghị quyết,01/07/2026,,,,Y tế,Bảo hiểm y tế,HĐND Thành phố Hà Nội,Chủ tịch,Phùng Thị Hồng Hà,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
144205,"Thông tư số 13/2020/TT-BYTT Sửa đổi, bổ sung một số điều của Thông tư số 35/2016/TT-BYT ngày 28 tháng 9 năm 2016 của Bộ trưởng Bộ Y tế ban hành Danh mục và tỷ lệ, điều kiện thanh toán đối với dịch vụ kỹ thuật y tế thuộc phạm vi được hưởng của người tham gia bảo hiểm y tế",13/2020/TT-BYTT,22/06/2020,Thông tư,10/08/2020,,,,Y tế,Bảo hiểm y tế,Bộ Y tế,Thứ trưởng,Nguyễn Trường Sơn,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
157873,Nghị quyết số 93/2022/NQ-HĐND Quy định chính sách hỗ trợ mua thẻ bảo hiểm y tế cho một số đối tượng tham gia bảo hiểm y tế trên địa bàn tỉnh Cao Bằng giai đoạn 2023-2025,93/2022/NQ-HĐND,09/12/2022,Nghị quyết,01/01/2023,,Bản chính,,Y tế,Chưa phân loại,HĐND Tỉnh Cao Bằng,Chủ tịch,Triệu Đình Lê,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
153839,Nghị quyết số 113/2022/NQ-UBND Quy định mức giá dịch vụ xét nghiệm SARS-CoV-2 không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trên địa bàn tỉnh Hòa Bình,113/2022/NQ-UBND,04/05/2022,Nghị quyết,15/05/2022,,,,,Chưa phân loại,HĐND tỉnh Hòa Bình,Chủ tịch,Bùi Đức Hinh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
119949,Nghị quyết số 70/2016/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho người thuộc hộ gia đình cận nghèo trên địa bàn tỉnh Ninh Thuận năm 2017,70/2016/NQ-HĐND,19/12/2016,Nghị quyết,30/12/2016,,,,,Chưa phân loại,HĐND tỉnh Ninh Thuận,Chủ tịch,Nguyễn Đức Thanh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
40357,Quyết định số 1005/QĐ-BHXH Về việc sửa đổi bổ sung một số điểm tại quy định về tổ chức thực hiện chế độ KCB bảo hiểm y tế ban hành kèm theo Quyết định số 2559/QĐ-BHXH ngày 27/9/2005 Của Tổng Giám đốc Bảo hiểm xã hội Việt Nam,1005/QĐ-BHXH,27/07/2007,Quyết định,27/07/2007,,,,Bảo Hiểm,Chưa phân loại,Bảo hiểm Xã hội Việt Nam,Tổng Giám đốc,Nguyễn Huy Ban,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
8619b9a0-5e55-11f1-8e5a-2929924511d6,"Nghị định 02/2025/NĐ-CP Sửa đổi, bổ sung một số điều của nghị định số 146/2018/NĐ-CP ngày 17 tháng 10 năm 2018 của chính phủ quy định chi tiết và hướng dẫn biện pháp thi hành luật bảo hiểm y tể, đã được sửa đổi, bổ sung một số điều tại nghị định số 75/2023/NĐ-CP ngày 19 tháng 10 năm 2023 của chính phủ",02/2025/NĐ-CP,01/01/2025,Nghị định,01/01/2025,,,,Y tế,Bảo hiểm y tế,Chính phủ,Phó Thủ tướng,Lê Thành Long,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
173130,"Nghị quyết số 30/2024/NQ-HĐND Bãi bỏ Nghị quyết số 15/2019/NQ-HĐND ngày 06 tháng 12 năm 2019 của Hội đồng nhân dân tỉnh Sóc Trăng quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Sóc Trăng",30/2024/NQ-HĐND,19/12/2024,Nghị quyết,01/01/2025,,,,,Chưa phân loại,HĐND tỉnh Sóc Trăng,Chủ tịch,Hồ Thị Cẩm Đào,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
5408,Chỉ thị số 02/1999/CT-UB Về việc tổ chức thực hiện Nghị định 58/1998/NĐ-CP ban hành Điều lệ bảo hiểm y tế,02/1999/CT-UB,05/01/1999,Chỉ thị,05/01/1999,,STP tỉnh Phú Thọ;,,,Chưa phân loại,UBND Tỉnh Phú Thọ,Phó Chủ tịch,Trần Ngọc Tăng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
147940,"Quyết định số Số: 09/2021/QĐ-UBND Bãi bỏ Quyết định số 03/2016/QĐ-UBND ngày 28 tháng 3 năm 2016 của Uỷ ban nhân dân tỉnh ban hành Quy chế phối hợp thực hiện đăng ký khai sinh, đăng ký thường trú, cấp thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi trên địa bàn tỉnh Điện Biên",Số: 09/2021/QĐ-UBND,27/04/2021,Quyết định,08/05/2021,,Bản chính văn bản,,Tư pháp,Hành chính tư pháp,UBND Tỉnh Điện Biên,Chủ tịch,Lê Thành Đô,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
51097,"Nghị quyết số 52/2012/NQ-HĐND Về quy định mức trợ cấp ngày công lao động, hỗ trợ tiền ăn cho lực lượng dân quân khi thực hiện nhiệm vụ và chế độ bảo hiểm y tế cho lực lượng dân quân thường trực trên địa bàn tỉnh Quảng Nam",52/2012/NQ-HĐND,19/09/2012,Nghị quyết,29/09/2012,,"Công báo số 38 + 39, năm 2012",15/10/2012,Nội vụ,Tổng hợp,HĐND tỉnh Quảng Nam,Chủ tịch,Nguyễn Văn Sỹ,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
5133,Quyết định số 1203/1996/QĐ-UB/VX Về việc thu bảo hiểm y tế học sinh,1203/1996/QĐ-UB/VX,15/08/1996,Quyết định,15/08/1996,,STP tỉnh Hà Tĩnh;,,,Chưa phân loại,UBND Tỉnh Hà Tĩnh,Chủ tịch,Nguyễn Hoàng Trạch,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
177832,"Thông tư số 99/2024/TT-BCA Quy định đăng ký khám bệnh, chữa bệnh bảo hiểm y tế ban đầu và chuyển người bệnh giữa các cơ sở khám bệnh, chữa bệnh thuộc Bộ Công an",99/2024/TT-BCA,31/12/2024,Thông tư,01/01/2025,,,,,Chưa phân loại,Bộ Công an,Bộ trưởng,Đại tướng Lương Tam Quang,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
172678,"Nghị quyết số 23/2024/NQ-HĐND Bãi bỏ toàn bộ Nghị quyết số 16/2022/NQ-HĐND ngày 09/12/2022 của Hội đồng nhân dân thành phố quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc thành phố Hải Phòng",23/2024/NQ-HĐND,06/12/2024,Nghị quyết,01/01/2025,,,,,Chưa phân loại,HĐND Thành phố Hải Phòng,Chủ tịch,Phạm Văn Lập,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
181930,Nghị quyết số 17/2025/NQ-HĐND Ban hành Quy định mức hỗ trợ đóng bảo hiểm y tế đối với một số đối tượng trên địa bàn tỉnh Vĩnh Long,17/2025/NQ-HĐND,10/09/2025,Nghị quyết,10/09/2025,,Bản chính văn bản,,Y tế,Chưa phân loại,HĐND Tỉnh Vĩnh Long,Chủ tịch,Nguyễn Minh Dũng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
12325,Lệnh số 23/2008/L-CTN Về việc công bố Luật,23/2008/L-CTN,28/11/2008,Lệnh,28/11/2008,,"Công báo số 147 + 148, năm 2009",14/03/2009,Y tế,Bảo hiểm y tế,Chủ tịch nước,Chủ tịch nước,Nguyễn Minh Triết,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185037,"Nghị quyết số 57/2025/NQ-HĐND Quy định chính sách hỗ trợ mức đóng bảo hiểm y tế cho các nhóm đối tượng xã hội đang thường trú trên địa bàn thành phố Hải Phòng, giai đoạn 2026 - 2030",57/2025/NQ-HĐND,11/12/2025,Nghị quyết,01/01/2026,,,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Thành phố Hải Phòng,Đang cập nhật,Đang cập nhật,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
28013,Thông tư số 178/2012/TT-BTC Hướng dẫn kế toán áp dụng cho Bảo hiểm xã hội Việt Nam,178/2012/TT-BTC,23/10/2012,Thông tư,01/01/2013,,"Công báo số 801+802, năm 2012",31/12/2012,Tài chính,"Bảo hiểm xã hội, Bảo hiểm y tế",Bộ Tài chính,Thứ trưởng,Trần Xuân Hà,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
89019,"Quyết định 1204/QĐ-UBND năm 2013 điều chỉnh mục tiêu kế hoạch thực hiện bảo hiểm y tế toàn dân trên địa bàn thành phố Hồ Chí Minh, giai đoạn 2012-2015 và giai đoạn 2016-2010 kèm theo Quyết định 5063/QĐ-UBND",1204/QĐ-UBND,12/03/2013,Quyết định,12/03/2013,,,,,Chưa phân loại,UBND Thành phố Hồ Chí Minh,Phó Chủ tịch,Hứa Ngọc Thuận,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
173283,"Nghị quyết số 30/2024/NQ-HĐND Bãi bỏ Nghị quyết số 39/2023/NQ-HĐND ngày 08 tháng 12 năm 2023 của Hội đồng nhân dân Thành phố quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ Bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc Thành phố Hồ Chí Minh quản lý và mức giá dịch vụ khám bệnh, chữa bệnh trong một số trường hợp",30/2024/NQ-HĐND,11/12/2024,Nghị quyết,01/01/2025,,Sao y bản chính,,Y tế,Chưa phân loại,HĐND Thành phố Hồ Chí Minh,Chủ tịch,Nguyễn Thị Lệ,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
11802,Quyết định số 170/2008/QĐ-TTg Về chế độ bảo hiểm y tế và trợ cấp mai táng đối với thanh niên xung phong thời kỳ kháng chiến chống Pháp,170/2008/QĐ-TTg,18/12/2008,Quyết định,13/01/2009,,"Công báo số 701+702, năm 2008",29/12/2008,Lao động - Thương binh và Xã hội,Người có công,Thủ tướng Chính phủ,Phó Thủ tướng,Nguyễn Sinh Hùng,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
157577,Nghị quyết số 304/2022/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho đối tượng thuộc hộ cận nghèo trên địa bàn tỉnh Thanh Hóa quý IV năm 2022,304/2022/NQ-HĐND,27/08/2022,Nghị quyết,06/09/2022,,,06/09/2022,,Chưa phân loại,HĐND Tỉnh Thanh Hóa,Chủ tịch,Đỗ Trọng Hưng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
136555,"Nghị quyết số 166/2019/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho người thuộc hộ gia đình cận nghèo, người thuộc hộ gia đình nghèo đa chiều không thiếu hụt về bảo hiểm y tế trên địa bàn tỉnh Đồng Nai giai đoạn 2019 - 2020",166/2019/NQ-HĐND,12/07/2019,Nghị quyết,22/07/2019,,,,Y tế,Chưa phân loại,HĐND Tỉnh Đồng Nai,Chủ tịch,Nguyễn Phú Cường,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
183009,Nghị quyết số 10/2013/NQ-HĐND Hỗ trợ kinh phí từ Ngân sách tỉnh để mua Bảo hiểm y tế cho Người cao tuổi trên địa bàn tỉnh Ninh Bình,10/2013/NQ-HĐND,14/10/2013,Nghị quyết,24/10/2013,,,,,Chưa phân loại,HĐND Tỉnh Ninh Bình,Chủ tịch,Nguyễn Tiến Thành,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
173906,"Nghị quyết số 24/2024/NQ-HĐND Bãi bỏ Nghị quyết số 280/2019/NQ-HĐND ngày 08/10/2019 của Hội đồng nhân dân Tỉnh về việc ban hành bảng giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của quỹ bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của nhà nước trên địa bàn tỉnh Đồng Tháp",24/2024/NQ-HĐND,28/12/2024,Nghị quyết,01/01/2025,,,,Y tế,"Quản lý Khám, chữa bệnh",HĐND Tỉnh Đồng Tháp,Chủ tịch,Phan Văn Thắng,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
